username,display_name,follower_count,likes_count,video_count,region_code,average_likes,engagement_rate,follower_tier,follower_count_growth (%),likes_count_growth (%),video_count_growth
amauryguichon,Amaury Guichon,27126267,599044769,275,US,2178344.6145454547,8.030388459073468,Celebrity,0.7508958014753744,0.9803469296298954,6.0
sofarsabi,SOFARSABI,5823546,133598420,384,ID,347912.5520833333,5.974238927336253,Mega-influencer,-0.009908052585143141,0.734149400868663,11.0
joaoguilherme,João Guilherme,7200260,64457901,324,BR,198944.13888888888,2.7630132646444556,Mega-influencer,-0.13398127289847866,-0.3374807380091387,-5.0
c4tluvr666,Kennedy Walsh,3174447,129414082,326,US,396975.71165644174,12.505350117876965,Mega-influencer,0.013451161729901302,1.2813505102172729,5.0
zachking,Zach King,82180920,1208903931,555,US,2178205.281081081,2.6504999957180826,Celebrity,-0.16295388272606343,0.06935257455126928,2.0
ayesebastien,Sebastien,10933971,820199208,476,US,1723107.5798319327,15.759211176176823,Celebrity,-0.18705006625680642,1.315498222231885,10.0
itssassagurl,Sassa Gurl,8138926,392814340,1004,PH,391249.3426294821,4.80713723935421,Mega-influencer,-0.08662076544251662,0.47074223410479366,2.0
gingerbilly1,Ginger Billy,7854098,88746585,304,US,291929.55592105264,3.716907478376927,Mega-influencer,0.24668650684012347,0.722099898266508,9.0
beniju03,BENIJU,3310877,53555124,241,ES,222220.43153526972,6.711829872727671,Mega-influencer,1.3821413480476623,3.3208792495746997,9.0
madisonpettis,Madison Pettis,2692734,30370489,107,US,283836.3457943925,10.540823779637815,Mega-influencer,0.1975687164049624,0.13849958095834414,2.0
dixiedamelio,dixie,54885142,3335476298,664,US,5023307.677710843,9.15239989305456,Celebrity,-0.1938757851806232,0.0057687713180685895,0.0
elrodcontreras,ROD🫠,42574489,2523952357,3061,MX,824551.5704018294,1.9367268751054874,Celebrity,-0.13143316881618944,0.13710734239505298,6.0
qamar_altaey,𝑸𝑨𝑴𝑨𝑹 🇮🇶,6355154,155373859,315,IQ,493250.346031746,7.761422398760849,Mega-influencer,0.7150416811299931,1.0907684284265604,11.0
jennmelon,Jenn Melon,2634384,218447374,144,US,1516995.6527777778,57.58445438393862,Mega-influencer,0.1205974527631507,0.18752754610819905,4.0
nourmar5,Nour Mar,15325587,416533332,874,TR,476582.7597254005,3.1097194497372302,Celebrity,0.10113152598983648,0.18711227652724802,8.0
jaykindafunny8,Jaykindafunny,26855893,739589118,1084,US,682277.7841328413,2.540514233255402,Celebrity,0.23298424669773596,0.5189375974566461,15.0
itsjulia.a,julia,16827,4534907,255,US,17783.949019607844,105.68698531887944,Micro-influencer,-0.2079990491472039,0.014355310924788535,5.0
spencer_serafica,Xspencer,16168229,751488344,1149,PH,654036.8529155788,4.045197856336515,Celebrity,-0.1348632555860014,0.2323196379477045,13.0
angelaaguilar_,Angela Aguilar :),13010925,123621638,204,US,605988.4215686275,4.6575352756904485,Celebrity,-0.14190382313325148,0.8156225854247297,4.0
pkllipe,Pkllipe,22250487,675709219,2218,BR,304647.97971145174,1.3691744351997857,Celebrity,-0.1256826423619402,0.3334953759155386,8.0
hayleygeorgiamorris,Hayley Morris,4670114,145806282,326,GB,447258.53374233126,9.577036743478452,Mega-influencer,0.146998552926117,0.9235720035711493,5.0
twice_tiktok_official,TWICE,26982201,928446720,1237,KR,750563.2336297494,2.7816975851219454,Celebrity,4.481921248752094,6.767447570927926,107.0
lexibrookerivera,Lexi Rivera,29125719,819296172,505,US,1622368.6574257426,5.570226978519372,Celebrity,0.22499702067440808,1.073365688812226,6.0
theandrewschulz,Andrew Schulz,4901746,110987950,223,US,497703.81165919284,10.153602648101163,Mega-influencer,-0.1660224744407401,0.09219469320768606,0.0
larrayeeee,larray,27665010,794047271,245,US,3241009.269387755,11.715192835237561,Celebrity,-0.0615181415079915,0.2629822022271014,-2.0
anaraquelhz,Cocinando Con Raquel,8026779,114608723,405,US,282984.5012345679,3.5255050778720567,Mega-influencer,0.44721550200896276,1.119593663040814,7.0
mr_paul.boy,"Паул, либо просто Паша",12831259,513980941,806,RU,637693.4751861042,4.96984337379601,Celebrity,1.1109977594560285,0.6890339149754582,-1.0
connoralik,Коннор,12786268,296385912,422,RU,702336.2843601896,5.492895068054178,Celebrity,0.673394300823352,0.7230579839435823,6.0
unkabogableviceganda,Vice Ganda,13730265,133517427,367,PH,363807.7029972752,2.649677213056523,Celebrity,0.015003352083881849,0.5545336040665313,5.0
ivanzolo2004,Vanya Zolochevsky,4784347,186339514,2308,RU,80736.35788561525,1.687510497997224,Mega-influencer,1.4046430996748354,2.1406399074326234,43.0
thecoreyb,Corey B,10684641,296463450,551,US,538046.1887477314,5.035697397298902,Celebrity,0.1438326285366069,0.2828908588900251,13.0
liquidverve,liquidverve,1077406,23252105,139,US,167281.3309352518,15.526304005662842,Mega-influencer,-0.14061551541387368,0.14723398161155732,0.0
bayashi.tiktok,バヤシ🥑Bayashi,55211764,1777154309,1379,JP,1288726.8375634518,2.33415262291466,Celebrity,-0.13423407373834315,0.24959458936888523,13.0
virginiafonseca,Virginia,40165150,1112418435,1575,BR,706297.4190476191,1.75848321006549,Celebrity,0.5248654617249033,1.332480704529137,25.0
pigpongyt,PigPong,2996007,64615141,304,US,212549.80592105264,7.094436225317653,Mega-influencer,-0.06688902929799563,0.5001954572845395,7.0
halsey,Halsey,5393116,37893728,126,US,300743.873015873,5.576439909986602,Mega-influencer,0.6376276720174385,4.409946152566461,12.0
com.yuta0305,【コムドット】ゆうた,1384660,70848918,340,JP,208379.17058823528,15.049121848557428,Mega-influencer,-0.043909696243121056,0.4065566675273714,3.0
joshiiwuhhh,Joshua Alden,4038081,67454662,421,US,160224.85035629454,3.9678463695080546,Mega-influencer,0.04108387127449895,0.23519056399689617,11.0
yesikanoemitamayo,Yesika Tamayo,971125,30332935,691,US,43897.15629522431,4.5202374869583535,Macro-influencer,-0.18895610760715664,0.29552036425093714,25.0
eyavanana,Eya,13206459,757782594,368,PH,2059191.831521739,15.592308517534784,Celebrity,-0.2248066646782457,0.3747725300747671,20.0
arigameplays,ARIA 🍓,25531112,805796512,1359,MX,592933.4157468727,2.3223955766081503,Celebrity,-0.20323439104415036,0.6106446139593118,15.0
thallyssonsb,Thallysson Borges,13073145,718057709,1757,BR,408683.9550369949,3.126133421123952,Celebrity,0.12374987044050992,0.6120214218046923,11.0
jamescharles,James Charles,40580311,1500406860,1079,US,1390553.1603336423,3.426669550003307,Celebrity,-0.13174615640575058,0.5664957436944803,13.0
kervo.dolo,Kervo.dolo,11674844,366800712,654,US,560857.3577981652,4.803981601794124,Celebrity,-0.2050134460040751,0.09930924016308888,2.0
tombrady,Tom Brady,4914466,43147821,112,US,385248.40178571426,7.839069428615729,Mega-influencer,-0.03591438011779917,0.02578577490622296,-1.0
thealpharaid,CinaPop Buff,181726,2271549,156,US,14561.211538461539,8.012728799655273,Mid-tier influencer,-0.15462839659707472,0.011974207908348003,2.0
luxurydark,LuxuryDark,1909739,19271594,188,US,102508.47872340426,5.367669546645079,Mega-influencer,-0.13394500505042836,0.08153451136423899,0.0
christianfabiannn,Christian Fabian,16166656,533074224,1708,CO,312104.34660421545,1.9305436238899092,Celebrity,0.3268517620465234,0.9849157516196093,24.0
mieayamthebstt,Unaa🍜,18486498,517619319,663,ID,780722.9547511312,4.223206335516501,Celebrity,0.127493049251405,0.6238088265789786,11.0
shayrudolph,shay <3,3200811,54287118,133,US,408173.8195488722,12.752199975221036,Mega-influencer,0.27674236310734995,0.4078352437128823,2.0
01ayres,Yeol Ayres,7794993,355119241,509,ID,697680.2377210216,8.950363877440578,Mega-influencer,0.1747532037552824,0.2166016118512711,10.0
tararistic4,Tara Ristic,726987,17453951,277,RS,63010.65342960289,8.667370039574696,Macro-influencer,0.21554718309956025,0.9670417889909282,4.0
ferchugimenez,Fernanda,9578572,675815883,632,UY,1069328.9287974683,11.163761454186158,Mega-influencer,-0.2817538981802298,0.8919195525921074,9.0
mkbhd,Marques Brownlee,2197517,29102076,146,US,199329.2876712329,9.070659643189694,Mega-influencer,-0.11035181980389686,0.12137278453949471,1.0
angryreactions,angry reacts,26948222,595856669,400,US,1489641.6725,5.527792046911295,Celebrity,-0.14104826656096273,0.051736770944826,0.0
brittikitty,brittikitty,16757803,901963639,1453,US,620759.5588437715,3.704301565329127,Celebrity,-0.014816978096711127,0.7644566479026323,16.0
adifishy,adi,4211108,122219274,427,US,286227.8079625293,6.796971437505979,Mega-influencer,0.024672841446954103,1.1808023012802384,14.0
hannahstocking,Hannah Stocking,28886911,1086748127,1004,US,1082418.453187251,3.747089653120927,Celebrity,0.13921183888439992,0.6061336418571992,15.0
shindonggg,신동 ShinDong,1544345,25923751,180,KR,144020.8388888889,9.325690754908319,Mega-influencer,0.03859241296471967,0.06565793661573127,0.0
luelvesfelix,Luelves Felix,4523402,64576379,380,BR,169937.8394736842,3.7568590957355594,Mega-influencer,-0.19111721664357934,0.08490875587805875,6.0
aviranisha,Avira Nisha,4429799,208717452,822,ID,253914.17518248176,5.731957029709063,Mega-influencer,-0.24662518547681284,0.22042574571100074,12.0
samseats,Sam Way,9844702,215417210,249,GB,865129.3574297188,8.787765819927499,Mega-influencer,-0.288083885119123,0.21846351087733426,4.0
lachama4_ff,LA CHAMA,12637271,297109954,680,PA,436926.4029411765,3.4574426942428986,Celebrity,2.2383867529627244,1.9830163616800265,21.0
siennamae,siennamaegomez,12861250,1130108261,1681,US,672283.3200475908,5.227200466887672,Celebrity,-0.22461269316746038,0.1353479177867898,60.0
prillylatuconsina15,prilly latuconsina,10734471,287875719,932,ID,308879.52682403434,2.877454574371055,Celebrity,0.1894364426528331,0.752330209551296,20.0
itsmenicksmithy,Nick Smithyman 🤓,8362276,385146231,1824,US,211154.73190789475,2.525086853243002,Mega-influencer,-0.30313517516044675,0.02327453647079828,0.0
emilen_im,Эмильен,6326791,162746422,1794,RU,90717.0691192865,1.4338559487627536,Mega-influencer,0.22512202473576257,0.2013746268412586,0.0
abir.sag,Abir el saghir,29615940,476590892,971,LB,490824.8115345005,1.657299452708577,Celebrity,0.5566124188528204,1.1087102352765903,10.0
ynchq,Ян,11646766,360914490,237,RU,1522845.9493670885,13.075268700058784,Celebrity,0.5611085515069162,1.2580143291005024,3.0
christiankesniel,kesniel,3365678,92330570,325,PH,284094.06153846154,8.44091625932313,Mega-influencer,-0.4177464392018488,0.0316363258669366,1.0
bittersweetbynajla,Bittersweet by Najla,12308693,286169344,4556,ID,62811.53292361721,0.5103022142449829,Celebrity,-0.5027341245735839,0.07252628709244271,121.0
theovon,Theo Von,7773609,144932830,538,US,269391.8773234201,3.4654672922630927,Mega-influencer,0.1947486682183269,0.6820228377518054,15.0
abbieherbert,AbbieHerbert,15669228,2046684057,2904,US,704781.0113636364,4.497866846813617,Celebrity,0.0496450750477305,0.745064190432593,48.0
yesimresmi1,~YEŞİM,18578834,408713192,1060,TR,385578.4830188679,2.075364272154366,Celebrity,-0.11174544107558096,0.18707739680690316,-7.0
asasteinars,Asa Steinars,754584,42339775,1035,NO,40907.995169082125,5.421264586723562,Macro-influencer,-0.1729429725517636,0.0999910840338665,3.0
thesupercole,Cole LaBrant,23119651,553999610,813,US,681426.3345633456,2.9473902290451774,Celebrity,0.04482766629998005,0.4210773722385833,-3.0
sergioramos,Sergio Ramos,20931474,164249001,405,ES,405553.0888888889,1.9375276145812228,Celebrity,0.14496351284195275,0.6419308449857787,2.0
cerolzera,Cerol🙈,6,53,3,BR,17.666666666666668,294.44444444444446,Emerging,0.0,0.0,0.0
yns_btray,yb_btray 🕷,2261329,66899229,459,US,145749.954248366,6.445322827786934,Mega-influencer,1.4274349287520745,2.3568956228180147,24.0
yungdaddycack,Devin Santiago,750607,12057842,495,US,24359.27676767677,3.245277058124527,Macro-influencer,-0.13948710843357442,0.06901732499065753,2.0
caleb.finn,Caleb Finn,15506527,943910141,1995,AU,473137.91528822057,3.0512178212969325,Celebrity,-0.1815171121167235,0.18361313484394484,8.0
history.war,Your HistoryTube,3276023,58269164,136,PL,428449.73529411765,13.07834942838062,Mega-influencer,-0.27167086433764354,0.03145059709454558,0.0
mang_ari8450,Mang Ari,5154835,80357835,1161,ID,69214.32816537468,1.3427069569709733,Mega-influencer,-0.15331237566284855,0.04688155174912316,8.0
jaimeonod,Telma,2603323,70170733,320,PH,219283.540625,8.423216812704378,Mega-influencer,2.715490932166312,3.9688526554225962,13.0
iamjonathanpeter,Jonathan Peter,12881598,470400636,762,US,617323.6692913385,4.792291059628926,Celebrity,-0.292991599334182,0.03250016864347947,-5.0
mmmjoemele,Joe Mele,31898448,1577814942,1434,US,1100289.359832636,3.4493507641269447,Celebrity,0.45817903115537156,0.8005121300213925,25.0
gritside,gritside,5883286,276192999,515,RU,536297.0854368932,9.115604535235805,Mega-influencer,0.5319136278603488,0.663029116100079,7.0
keniaos,KeniaOs,24777046,1004630801,1786,MX,562503.2480403136,2.270259529890341,Celebrity,1.8492519245433858,2.6829858265514197,4.0
hoaa.hanassii,Đào Lê Phương Hoa,17592008,532885025,780,VN,683185.9294871795,3.883501698539357,Celebrity,-0.3756933261967593,0.20409411955233683,3.0
jamesmaddison,James Maddison,2343799,26875773,118,GB,227760.78813559323,9.717590464693997,Mega-influencer,2.6420780962872668,5.058351251887713,6.0
williesalim,WILLIE SALIM,72181990,1381471413,2361,ID,585121.3100381194,0.8106195327090863,Celebrity,1.7428197809453576,2.5758338294329945,36.0
maxtaylorlifts,Max Taylor,9088843,325744746,376,US,866342.409574468,9.531932827692897,Mega-influencer,-0.2948670144263687,0.0071936693646626,0.0
championsleague,Champions League,52020593,2095534323,2172,IT,964794.8080110498,1.8546401576219051,Celebrity,0.0384270898257542,0.5908172375948242,6.0
imdopemar,Amar Mujkanovic,3297818,94234203,89,US,1058811.2696629213,32.10641914329175,Mega-influencer,-0.1871237284774357,0.003581502143123129,0.0
nessaabarrett,Ness,19681711,505725293,393,US,1286832.8066157761,6.538216147040144,Celebrity,-0.21037297011423448,0.054385454674105056,1.0
blythe,Andrea Brillantes,21141487,377145144,794,PH,474993.8841309824,2.2467382929638884,Celebrity,0.23323808774661878,1.2598340653698037,11.0
sunduk91,СУНДУК,2657875,32878999,92,RU,357380.42391304346,13.4460959944709,Mega-influencer,0.42086253115740957,0.6147358683273783,1.0
oliviagobrien,olivia o’brien,1368896,58294444,643,US,90660.09953343701,6.62286247702068,Mega-influencer,-0.03053555565945112,0.41824569079001767,5.0
arroncrascall,Arron Crascall,6268076,119869575,310,GB,386676.0483870968,6.168975111136126,Mega-influencer,0.019032953652763623,0.13294783100715923,3.0
tooturnttony,TooTurntTony,20529791,1015737050,1730,US,587131.2427745665,2.8598987820897275,Celebrity,-0.13864242456243223,0.06773012759552288,8.0
daregularsauce,DaRegularSauce,1772559,45445941,241,US,188572.3692946058,10.63842553588376,Mega-influencer,-0.06690891530267822,0.2296508724508532,0.0
joaoferdnan,João Ferdnan,9533697,321816928,569,BR,565583.3532513181,5.932466211704841,Mega-influencer,-0.18137769639626683,0.0767740844260374,2.0
ser_jay,SERJAY,7540146,474770460,1098,RU,432395.68306010927,5.734579715831885,Mega-influencer,0.4992078402725889,0.9010354182524329,6.0
