Date,Views,Likes
2023-01-08,644941,22939
2023-01-09,108821,3437
2023-01-09,276952,7373
2023-01-10,554757,16418
2023-01-10,106904,2593
2023-01-11,112199,2747
2023-01-11,140807,4302
2023-01-12,746941,16767
2023-01-12,173460,3631
2023-01-13,95747,2604
2023-01-13,407911,10434
2023-01-14,70926,1525
2023-01-14,165623,4304
2023-01-15,110333,2464
2023-01-15,387598,8801
2023-01-16,149027,3978
2023-01-16,137308,2901
2023-01-17,625813,15159
2023-01-17,188361,6269
2023-01-18,189271,10975
2023-01-18,270094,6899
2023-01-18,289026,7784
2023-01-19,671430,15485
2023-01-19,162561,3618
2023-01-20,573177,15120
2023-01-20,113909,3019
2023-01-21,61471,2257
2023-01-21,287446,4167
2023-01-21,424751,13874
2023-01-22,218130,9361
2023-01-22,77993,1686
2023-01-23,92244,2104
2023-01-23,288777,7052
2023-01-24,4590054,155595
2023-01-24,202902,4849
2023-01-24,361251,2464
2023-01-24,94145,1911
2023-01-25,88119,2607
2023-01-25,314683,7870
2023-01-26,206472,4806
2023-01-26,276884,7889
2023-01-27,102450,2070
2023-01-27,259203,6497
2023-01-28,127140,2711
2023-01-28,162938,7724
2023-01-28,133787,3850
2023-01-29,92332,2229
2023-01-29,211547,5155
2023-01-30,221727,5525
2023-01-30,730843,20878
2023-01-31,130563,6428
2023-01-31,567864,10735
2023-01-31,225368,7651
2023-02-01,61456,2403
2023-02-01,431434,23164
2023-02-01,215499,4170
2023-02-02,94707,2355
2023-02-02,1134297,34169
2023-02-03,420962,26113
2023-02-03,255531,3086
2023-02-04,256976,8258
2023-02-04,47331,2164
2023-02-04,198497,3908
2023-02-04,1360018,84956
2023-02-05,114781,2659
2023-02-05,224947,5798
2023-02-05,72940,3406
2023-02-05,151666,6443
2023-02-06,157718,3943
2023-02-06,148417,5630
2023-02-07,59819,1469
2023-02-07,3123505,195870
2023-02-07,173090,6683
2023-02-08,506842,20309
2023-02-08,388101,8866
2023-02-08,632071,39809
2023-02-09,217454,16174
2023-02-09,94498,1903
2023-02-09,1008518,46750
2023-02-09,251567,9622
2023-02-10,111469,7290
2023-02-10,47475,1433
2023-02-10,365616,13890
2023-02-11,157648,3355
2023-02-11,91222,4352
2023-02-11,204695,5429
2023-02-11,6572085,181081
2023-02-12,146926,7970
2023-02-12,160940,3725
2023-02-12,249635,10408
2023-02-13,86888,3653
2023-02-13,697029,21666
2023-02-13,63031,4743
2023-02-13,242322,6634
2023-02-13,220259,8434
2023-02-14,106370,6249
2023-02-14,576100,22836
2023-02-14,44210,2253
2023-02-14,589602,17102
2023-02-15,83935,5029
2023-02-15,39742,981
2023-02-15,608720,44957
2023-02-15,204224,6872
2023-02-16,49307,1543
2023-02-16,131660,3197
2023-02-16,259816,10021
2023-02-17,359939,26230
2023-02-17,201003,6038
2023-02-17,62626,2290
2023-02-17,2132875,124809
2023-02-17,164878,5401
2023-02-18,168995,4886
2023-02-18,1353856,93149
2023-02-18,129509,3774
2023-02-18,567412,32794
2023-02-19,102353,7081
2023-02-19,85602,3040
2023-02-19,93886,5763
2023-02-19,74052,2360
2023-02-20,305544,26527
2023-02-20,195419,6024
2023-02-20,62920,3191
2023-02-20,113285,2728
2023-02-21,433942,28130
2023-02-21,136749,3955
2023-02-21,290381,7553
2023-02-22,47380,2061
2023-02-22,94491,3929
2023-02-22,397884,36734
2023-02-22,126553,3659
2023-02-23,225527,4685
2023-02-23,130297,4141
2023-02-23,773892,38697
2023-02-23,165206,10262
2023-02-24,78777,2553
2023-02-24,86270,2858
2023-02-25,88979,2716
2023-02-25,522856,43038
2023-02-25,106700,2146
2023-02-25,114228,6570
2023-02-26,41781,2233
2023-02-26,224520,7062
2023-02-26,670998,28199
2023-02-26,208646,5851
2023-02-27,37619,1456
2023-02-27,170798,6959
2023-02-27,81306,5275
2023-02-27,102673,2411
2023-02-28,256637,11294
2023-02-28,90894,2965
2023-02-28,293410,18536
2023-02-28,69475,1864
2023-03-01,157652,10867
2023-03-01,104060,2177
2023-03-01,173934,10782
2023-03-01,97577,3893
2023-03-02,1831954,135083
2023-03-02,205288,5834
2023-03-02,118899,4286
2023-03-03,43208,2035
2023-03-03,86879,2803
2023-03-03,94086,7876
2023-03-03,97796,3104
2023-03-04,57894,1858
2023-03-04,107799,6483
2023-03-04,371438,8604
2023-03-04,86100,4703
2023-03-05,3708232,236076
2023-03-05,209137,5728
2023-03-05,100224,5048
2023-03-05,121116,3037
2023-03-06,128169,3458
2023-03-06,1331117,84518
2023-03-06,197453,2419
2023-03-06,302485,17532
2023-03-07,52897,1627
2023-03-07,289732,7270
2023-03-07,150741,3928
2023-03-07,171379,9701
2023-03-08,4030283,223183
2023-03-08,118397,5069
2023-03-08,103117,5801
2023-03-08,33138,796
2023-03-09,150136,8583
2023-03-09,117538,3209
2023-03-09,187723,6079
2023-03-10,208816,4575
2023-03-10,1754166,103499
2023-03-10,242492,14676
2023-03-10,97391,6826
2023-03-10,107762,2579
2023-03-11,249337,19894
2023-03-11,192837,5882
2023-03-11,58603,4010
2023-03-11,247993,6642
2023-03-12,2581944,101116
2023-03-12,1232307,33513
2023-03-12,316106,24899
2023-03-12,84633,2128
2023-03-13,693259,52737
2023-03-13,302681,4387
2023-03-13,214035,15553
2023-03-13,87866,2965
2023-03-14,541015,14247
2023-03-14,102853,2434
2023-03-14,317735,8922
2023-03-14,72854,4908
2023-03-15,101334,2500
2023-03-15,1279338,36217
2023-03-15,662238,47149
2023-03-16,412980,31978
2023-03-16,95565,2483
2023-03-16,84145,4153
2023-03-16,320861,10034
2023-03-17,59704,3756
2023-03-17,90667,2257
2023-03-17,364655,23616
2023-03-17,100026,4566
2023-03-18,427160,22244
2023-03-18,97086,2635
2023-03-18,84545,5615
2023-03-18,170516,7329
2023-03-19,2484770,129883
2023-03-19,163997,5620
2023-03-19,458361,24830
2023-03-19,557711,15428
2023-03-20,85930,2247
2023-03-20,42750,1682
2023-03-20,271037,11931
2023-03-20,149067,10348
2023-03-21,27948,1004
2023-03-21,1575134,22776
2023-03-21,868129,60968
2023-03-21,147494,5807
2023-03-22,994000,81612
2023-03-22,77055,1990
2023-03-22,4673808,258459
2023-03-23,210642,7830
2023-03-23,860074,52379
2023-03-23,58938,2133
2023-03-24,173566,6926
2023-03-24,139133,3593
2023-03-24,150418,7219
2023-03-24,282046,10055
2023-03-25,330057,16125
2023-03-25,124998,2958
2023-03-25,44899,2522
2023-03-25,281897,7307
2023-03-26,159351,9720
2023-03-26,187205,7953
2023-03-27,117574,5698
2023-03-27,288756,7761
2023-03-28,218415,12057
2023-03-28,164673,4023
2023-03-28,159304,5330
2023-03-28,90586,2065
2023-03-29,350308,8691
2023-03-30,447408,10053
2023-03-30,51776,2047
2023-03-30,331530,15266
2023-03-30,154583,4075
2023-03-31,87134,2640
2023-03-31,261521,6838
2023-03-31,378130,32880
2023-03-31,62503,1492
2023-04-01,145693,9925
2023-04-01,183308,5217
2023-04-01,68122,3182
2023-04-01,64131,1406
2023-04-02,141169,6523
2023-04-02,212510,5551
2023-04-02,4084727,211941
2023-04-02,193669,4978
2023-04-03,278701,10202
2023-04-03,111785,3945
2023-04-04,131592,4677
2023-04-04,3071351,71507
2023-04-04,264104,12652
2023-04-04,120611,7653
2023-04-05,763322,24464
2023-04-05,135727,7838
2023-04-05,244845,7032
2023-04-06,227690,10161
2023-04-06,115953,3447
2023-04-06,113809,8237
2023-04-06,509354,18998
2023-04-07,63538,3261
2023-04-07,84914,2151
2023-04-07,261644,17678
2023-04-07,290158,11427
2023-04-08,210963,14745
2023-04-08,216433,6012
2023-04-08,101338,6099
2023-04-08,557952,3805
2023-04-09,172228,10271
2023-04-09,238909,8179
2023-04-10,47313,2748
2023-04-10,195107,7092
2023-04-10,90810,4795
2023-04-10,190147,6351
2023-04-11,174431,4264
2023-04-11,77229,4785
2023-04-11,68067,1551
2023-04-11,73451,4186
2023-04-11,92908,4901
2023-04-12,287243,6977
2023-04-12,90019,5082
2023-04-12,55605,1312
2023-04-12,163228,4423
2023-04-13,131102,8576
2023-04-13,209239,7176
2023-04-14,89858,1637
2023-04-14,96645,4860
2023-04-14,134826,3895
2023-04-15,90356,2311
2023-04-15,287239,16054
2023-04-15,112998,3472
2023-04-15,53941,2253
2023-04-16,39153,1467
2023-04-16,66182,1711
2023-04-16,165748,10456
2023-04-16,401732,12849
2023-04-17,70583,3236
2023-04-17,86690,1769
2023-04-17,72678,3404
2023-04-17,247005,9824
2023-04-18,969869,54909
2023-04-18,250193,7112
2023-04-19,90511,1784
2023-04-19,182556,7330
2023-04-19,111993,6125
2023-04-19,52340,2971
2023-04-19,128188,5388
2023-04-19,129880,2704
2023-04-20,92920,2956
2023-04-20,218372,6261
2023-04-20,105366,6359
2023-04-20,249397,6553
2023-04-21,20234,573
2023-04-21,136013,4149
2023-04-21,52989,2522
2023-04-22,786317,21892
2023-04-22,26764,641
2023-04-22,122606,4581
2023-04-22,311741,6693
2023-04-22,130050,6070
2023-04-23,146440,2983
2023-04-23,69895,3023
2023-04-24,38862,1586
2023-04-24,201939,6153
2023-04-24,126155,3494
2023-04-24,123868,6222
2023-04-24,354167,5129
2023-04-25,59068,2418
2023-04-25,134412,4522
2023-04-25,103483,2224
2023-04-26,360624,10444
2023-04-26,51476,2705
2023-04-27,93062,2147
2023-04-27,119089,3920
2023-04-28,63148,1962
2023-04-28,130309,3548
2023-04-28,52631,2147
2023-04-28,112156,2540
2023-04-29,172338,4858
2023-04-30,442417,12729
2023-04-30,142669,9884
2023-04-30,1815468,49431
2023-05-01,74005,4164
2023-05-01,131479,3297
2023-05-01,58268,2711
2023-05-01,107306,2350
2023-05-02,117223,3142
2023-05-02,48848,2693
2023-05-02,90130,2090
2023-05-03,225051,11572
2023-05-03,62746,1396
2023-05-03,1367357,66546
2023-05-03,72123,1586
2023-05-04,94892,2666
2023-05-04,107553,6525
2023-05-04,100025,2053
2023-05-05,56371,2933
2023-05-05,33998,1489
2023-05-05,174960,4513
2023-05-06,82174,1981
2023-05-06,61771,2587
2023-05-06,51721,1425
2023-05-06,37556,1944
2023-05-06,131274,3797
2023-05-07,98392,6687
2023-05-07,50257,1159
2023-05-07,171160,5606
2023-05-08,34512,1141
2023-05-08,92715,2023
2023-05-08,35151,1469
2023-05-08,176804,3545
2023-05-09,166575,10700
2023-05-09,187053,5812
2023-05-09,78190,4500
2023-05-09,43872,1529
2023-05-10,89110,3256
2023-05-10,39937,2148
2023-05-10,84536,1925
2023-05-11,81136,4922
2023-05-11,86416,1874
2023-05-11,63737,3868
2023-05-11,89178,2379
2023-05-12,137295,2838
2023-05-12,54246,2494
2023-05-12,79146,1854
2023-05-12,921720,66588
2023-05-13,34030,1555
2023-05-13,110856,2456
2023-05-13,68271,4945
2023-05-13,119415,2744
2023-05-14,36938,797
2023-05-14,259418,16163
2023-05-14,70302,1474
2023-05-14,107246,7038
2023-05-15,913177,45133
2023-05-15,125900,5748
2023-05-15,113385,2594
2023-05-16,116220,2426
2023-05-16,110236,5304
2023-05-16,50960,1133
2023-05-16,69988,3393
2023-05-17,44471,1792
2023-05-17,53278,1311
2023-05-17,66359,2810
2023-05-17,118661,2348
2023-05-18,179274,10698
2023-05-18,56066,1692
2023-05-18,631518,42220
2023-05-18,56552,1316
2023-05-19,51765,2359
2023-05-19,62206,1159
2023-05-19,31066,1311
2023-05-19,62576,1351
2023-05-20,78404,1908
2023-05-20,48528,2080
2023-05-20,1561217,37949
2023-05-20,69549,4947
2023-05-21,48296,2758
2023-05-21,65253,1474
2023-05-21,288013,7013
2023-05-22,143815,5757
2023-05-22,82362,5271
2023-05-22,50522,2588
2023-05-22,99012,2310
2023-05-23,76703,2220
2023-05-23,53325,1915
2023-05-23,1030302,11535
2023-05-24,352428,10395
2023-05-24,42841,1958
2023-05-24,43819,1413
2023-05-24,54083,2532
2023-05-25,47057,2547
2023-05-25,126153,3628
2023-05-26,38698,2279
2023-05-26,94635,2159
2023-05-26,31514,1482
2023-05-26,73540,1677
2023-05-27,95149,1979
2023-05-27,62640,2853
2023-05-27,91116,2118
2023-05-27,492175,22874
2023-05-28,40509,2243
2023-05-28,139042,3425
2023-05-28,107155,7874
2023-05-28,75823,2683
2023-05-29,110449,3825
2023-05-29,298889,8418
2023-05-29,58756,2942
2023-05-29,94622,3750
2023-05-30,65212,1466
2023-05-30,72241,2536
2023-05-31,2048976,120845
2023-05-31,263454,5859
2023-05-31,83330,3189
2023-06-01,215490,8132
2023-06-01,42838,2717
2023-06-01,97632,2388
2023-06-02,124006,3744
2023-06-02,74388,3487
2023-06-03,83809,4667
2023-06-03,51868,1215
2023-06-03,69929,3165
2023-06-03,59395,2263
2023-06-04,92627,3866
2023-06-04,61835,3385
2023-06-04,139175,3352
2023-06-05,120224,4389
2023-06-05,60706,1632
2023-06-05,39438,1646
2023-06-06,50768,2606
2023-06-06,84307,3419
2023-06-07,37981,2058
2023-06-07,83876,2123
2023-06-08,41966,1860
2023-06-08,94857,2543
2023-06-08,69906,2913
2023-06-09,28949,1423
2023-06-09,139210,4120
2023-06-09,64412,3449
2023-06-09,313202,18360
2023-06-10,80692,3206
2023-06-10,31119,1282
2023-06-10,114978,2575
2023-06-11,412277,13478
2023-06-11,52086,3342
2023-06-11,41967,1909
2023-06-11,41739,989
2023-06-12,42908,1782
2023-06-12,205748,7907
2023-06-12,8146,283
2023-06-13,72689,4076
2023-06-13,47097,1125
2023-06-14,67226,2039
2023-06-14,113927,3423
2023-06-14,46776,3390
2023-06-14,50141,2677
2023-06-15,46663,3271
2023-06-15,100898,3194
2023-06-15,44379,2061
2023-06-15,217326,8138
2023-06-16,106113,2408
2023-06-16,90413,4946
2023-06-16,63811,4889
2023-06-16,74849,2248
2023-06-17,128144,2964
2023-06-17,80567,1805
2023-06-17,79539,4485
2023-06-18,45912,1000
2023-06-18,31016,1167
2023-06-18,84165,3109
2023-06-19,43266,2789
2023-06-19,36086,2415
2023-06-19,3133537,62250
2023-06-19,155201,3885
2023-06-20,132404,8128
2023-06-20,111704,3002
2023-06-20,71992,4145
2023-06-20,96193,3468
2023-06-21,96287,2039
2023-06-21,53286,1642
2023-06-21,33053,1496
2023-06-21,64005,2802
2023-06-22,46716,2238
2023-06-22,60660,1663
2023-06-22,119260,6229
2023-06-22,92372,2190
2023-06-23,308024,16927
2023-06-23,32837,1109
2023-06-23,42767,1883
2023-06-23,67913,1536
2023-06-24,51809,2557
2023-06-24,56036,1452
2023-06-24,44104,2030
2023-06-24,48531,1268
2023-06-25,124416,3242
2023-06-25,610366,11786
2023-06-25,102559,4408
2023-06-26,80533,1451
2023-06-26,121225,6300
2023-06-26,40350,1430
2023-06-26,30778,1300
2023-06-27,63738,1790
2023-06-27,213680,5527
2023-06-27,42950,1950
2023-06-28,53518,2470
2023-06-28,155898,3556
2023-06-28,48272,2485
2023-06-28,61544,1297
2023-06-29,103862,1829
2023-06-29,64588,3944
2023-06-29,59396,1730
2023-06-30,85649,1942
2023-06-30,87371,4986
2023-06-30,170303,4686
2023-07-01,68959,1461
2023-07-01,47333,2261
2023-07-01,33402,1938
2023-07-01,65851,1604
2023-07-02,39389,2230
2023-07-02,64029,1127
2023-07-02,406890,32586
2023-07-02,77421,1500
2023-07-03,45132,1890
2023-07-03,98472,2075
2023-07-03,90760,1763
2023-07-04,46844,3072
2023-07-04,67638,1455
2023-07-05,157476,2484
2023-07-05,59233,3143
2023-07-05,63974,1299
2023-07-06,54446,1147
2023-07-06,2997095,86743
2023-07-06,26732,814
2023-07-06,62106,3171
2023-07-07,103245,2498
2023-07-07,4064991,184622
2023-07-07,67908,1351
2023-07-08,81376,4280
2023-07-08,43795,1174
2023-07-08,553735,13654
2023-07-09,199298,5226
2023-07-09,79946,3603
2023-07-10,38731,1822
2023-07-10,72163,2121
2023-07-10,24598,1112
2023-07-10,101117,2182
2023-07-11,42979,886
2023-07-11,65084,1376
2023-07-11,113659,6284
2023-07-12,207351,6273
2023-07-12,60450,2824
2023-07-13,83944,1786
2023-07-14,39068,1478
2023-07-14,80621,1665
2023-07-14,38421,1899
2023-07-14,133249,3786
2023-07-14,56182,2088
2023-07-15,156035,4316
2023-07-15,77008,1691
2023-07-15,41495,2707
2023-07-16,100570,5941
2023-07-16,82062,1986
2023-07-16,47003,1953
2023-07-17,63318,1285
2023-07-17,797524,45090
2023-07-17,68286,1784
2023-07-18,66150,2979
2023-07-18,107787,2633
2023-07-18,92869,2410
2023-07-18,142892,6468
2023-07-19,36531,1189
2023-07-19,74552,1771
2023-07-19,70263,1844
2023-07-20,231848,8992
2023-07-20,85010,2010
2023-07-20,62254,1189
2023-07-21,228019,15594
2023-07-21,380024,9530
2023-07-21,48031,2814
2023-07-21,129535,3189
2023-07-22,324266,20879
2023-07-22,83351,1663
2023-07-23,145922,7226
2023-07-23,69388,1982
2023-07-23,131243,3779
2023-07-24,67166,1476
2023-07-25,111798,2676
2023-07-25,49726,2047
2023-07-25,41714,1640
2023-07-25,68777,1506
2023-07-25,85633,1736
2023-07-26,35308,1425
2023-07-26,95475,2010
2023-07-26,88785,2328
2023-07-27,39290,1821
2023-07-27,136479,2640
2023-07-27,49929,2933
2023-07-27,161129,3797
2023-07-28,145087,5525
2023-07-28,175828,3231
2023-07-28,59609,1229
2023-07-29,60627,1256
2023-07-29,90519,4683
2023-07-30,73683,1478
2023-07-30,72429,1442
2023-07-31,89408,3851
2023-07-31,81542,2115
2023-07-31,60192,2311
2023-07-31,91153,2384
2023-08-01,105093,4591
2023-08-01,57869,1252
2023-08-02,199495,4015
2023-08-02,170699,6085
2023-08-02,142069,4953
2023-08-03,88907,1548
2023-08-03,70045,2604
2023-08-04,52023,1292
2023-08-04,52192,1852
2023-08-04,153622,5850
2023-08-05,100463,3234
2023-08-06,120293,4426
2023-08-06,73555,2096
2023-08-06,57344,1804
2023-08-07,63731,1470
2023-08-07,124284,3098
2023-08-08,188671,3874
2023-08-09,81692,2024
2023-08-09,155364,9360
2023-08-09,326928,10932
2023-08-10,132498,4614
2023-08-10,91252,3855
2023-08-11,611009,22547
2023-08-12,114521,2768
2023-08-12,259694,3295
2023-08-13,69227,1772
2023-08-13,184667,5735
2023-08-14,35326,817
2023-08-14,2326528,39754
2023-08-15,204123,7390
2023-08-16,154950,4907
2023-08-16,91658,2548
2023-08-17,98658,2023
2023-08-18,18287943,1140624
2023-08-18,84783,1674
2023-08-18,1904042,27610
2023-08-19,276105,8638
2023-08-19,59876,4463
2023-08-19,101138,2995
2023-08-20,1258074,53183
2023-08-20,121587,3875
2023-08-21,549403,36018
2023-08-21,54982,1226
2023-08-21,185253,5917
2023-08-22,242573,7467
2023-08-23,79307,3288
2023-08-23,152579,3362
2023-08-23,111074,3019
2023-08-24,254783,15031
2023-08-24,113392,2522
2023-08-24,213985,7707
2023-08-24,152290,6302
2023-08-25,419287,27929
2023-08-25,62371,1201
2023-08-26,89662,1746
2023-08-26,58573,1191
2023-08-27,206898,5451
2023-08-27,70157,1382
2023-08-28,1693522,121433
2023-08-29,2478802,75726
2023-08-29,100958,2141
2023-08-29,123066,3051
2023-08-30,179350,11459
2023-08-30,53004,3053
2023-08-30,66919,1451
2023-08-30,129302,3654
2023-08-31,380179,33315
2023-08-31,119716,2979
2023-08-31,101173,5411
2023-08-31,173077,4795
2023-09-01,144375,4188
2023-09-01,587423,26371
2023-09-01,9822894,332724
2023-09-01,569006,22103
2023-09-02,62671,1308
2023-09-02,5974412,366182
2023-09-02,91766,2506
2023-09-02,65599,3915
2023-09-03,930466,49101
2023-09-03,1559145,25628
2023-09-03,129667,5229
2023-09-03,128062,3619
2023-09-04,108917,2909
2023-09-04,349375,25305
2023-09-04,248953,12271
2023-09-04,209146,4515
2023-09-05,74411,1576
2023-09-05,1061915,64360
2023-09-05,412247,10810
2023-09-06,47262,990
2023-09-06,62333,1435
2023-09-06,494058,29936
2023-09-06,334691,23305
2023-09-07,284354,18894
2023-09-07,438125,6789
2023-09-07,1484041,52290
2023-09-07,90306,1707
2023-09-08,190594,10902
2023-09-08,70142,1643
2023-09-08,114126,6706
2023-09-08,115022,3976
2023-09-09,515406,26249
2023-09-09,58824,1383
2023-09-09,75775,3928
2023-09-09,67697,2071
2023-09-10,43640,1255
2023-09-10,39677,882
2023-09-10,55599,3997
2023-09-10,346070,18512
2023-09-11,480029,21710
2023-09-11,67778,1248
2023-09-11,267424,14657
2023-09-11,57325,926
2023-09-12,64544,3310
2023-09-12,37219,1021
2023-09-12,93941,4917
2023-09-12,111489,2835
2023-09-13,47961,2266
2023-09-13,54228,1156
2023-09-13,508130,22786
2023-09-14,216642,14714
2023-09-14,81718,1595
2023-09-15,231573,6442
2023-09-15,264407,13513
2023-09-15,237902,11851
2023-09-15,53147,1720
2023-09-15,41590,892
2023-09-16,96372,4334
2023-09-16,34892,803
2023-09-16,53125,3855
2023-09-16,1826815,38180
2023-09-18,322697,17685
2023-09-18,226927,4809
2023-09-18,98400,7453
2023-09-18,81156,1743
2023-09-19,207295,11059
2023-09-19,128977,3157
2023-09-20,136776,3944
2023-09-20,142098,9883
2023-09-20,61707,1528
2023-09-20,992808,53385
2023-09-20,103030,3075
2023-09-21,106668,3227
2023-09-21,51269,2606
2023-09-21,42404,984
2023-09-21,303163,20233
2023-09-22,68762,4978
2023-09-22,198562,5180
2023-09-22,112484,5471
2023-09-22,205583,13324
2023-09-22,218845,9925
2023-09-23,1580463,76525
2023-09-23,268346,7042
2023-09-23,72940,3474
2023-09-23,43475,995
2023-09-24,82032,4290
2023-09-24,71088,1487
2023-09-24,204378,9407
2023-09-24,35786,843
2023-09-25,134950,4538
2023-09-25,51264,1472
2023-09-25,76878,3792
2023-09-26,52932,3372
2023-09-26,70398,2180
2023-09-26,84348,3526
2023-09-27,509591,25729
2023-09-27,546456,13896
2023-09-27,79232,5365
2023-09-27,66649,1964
2023-09-27,171410,10270
2023-09-27,124566,3233
2023-09-28,64123,2928
2023-09-28,102328,2966
2023-09-28,84552,3231
2023-09-28,51352,1112
2023-09-29,112048,3351
2023-09-29,32582,854
2023-09-29,113594,4500
2023-09-30,70091,2003
2023-09-30,2374147,107980
2023-09-30,30655,667
2023-09-30,116504,4267
2023-10-01,84193,1716
2023-10-01,202907,4157
2023-10-01,112004,7700
2023-10-01,500127,39530
2023-10-02,756335,38158
2023-10-02,106082,3261
2023-10-02,33524,1231
2023-10-02,67731,1426
2023-10-03,183653,12595
2023-10-03,54488,1093
2023-10-03,221519,9137
2023-10-03,93252,2378
2023-10-04,33629,988
2023-10-04,47966,777
2023-10-04,130434,3489
2023-10-05,109643,3188
2023-10-05,79127,3511
2023-10-05,191805,2707
2023-10-06,132246,6580
2023-10-06,308666,9393
2023-10-06,60628,3155
2023-10-06,127003,5685
2023-10-07,36663,2033
2023-10-07,95205,2091
2023-10-07,6029103,339657
2023-10-07,56038,1560
2023-10-08,143817,8623
2023-10-08,58375,1095
2023-10-08,1870803,91048
2023-10-08,275283,5360
2023-10-09,52418,1090
2023-10-09,110238,4818
2023-10-09,185973,9883
2023-10-09,64581,1527
2023-10-10,63417,1320
2023-10-10,135292,14200
2023-10-10,45870,993
2023-10-10,58907,4488
2023-10-11,35731,2476
2023-10-11,68911,1817
2023-10-11,59367,1992
2023-10-12,68069,1346
2023-10-12,63880,6178
2023-10-12,180442,4588
2023-10-13,111649,7842
2023-10-13,38603,967
2023-10-13,25187,1118
2023-10-13,66666,1874
2023-10-14,119493,3619
2023-10-14,55188,1117
2023-10-14,119740,8996
2023-10-14,58696,1805
2023-10-15,139164,7857
2023-10-15,40541,908
2023-10-15,47169,2937
2023-10-15,87086,2681
2023-10-16,144071,8243
2023-10-16,477619,8249
2023-10-16,841505,38647
2023-10-16,75183,2111
2023-10-17,69224,2129
2023-10-17,62594,2919
2023-10-17,31726,844
2023-10-17,136507,10495
2023-10-18,148603,4324
2023-10-18,124883,8398
2023-10-18,62421,1816
2023-10-19,243989,14007
2023-10-19,50264,887
2023-10-19,140432,8798
2023-10-19,82314,2752
2023-10-20,50402,2549
2023-10-20,35123,780
2023-10-20,108086,3191
2023-10-21,476673,30908
2023-10-21,126383,7137
2023-10-21,72422,1371
2023-10-21,61119,2520
2023-10-21,87279,1506
2023-10-22,372135,28670
2023-10-22,40609,784
2023-10-22,55630,3417
2023-10-22,191626,4769
2023-10-23,139204,7712
2023-10-23,88534,1714
2023-10-23,404457,21878
2023-10-24,77436,1463
2023-10-24,99361,6235
2023-10-24,300885,6155
2023-10-25,80745,2651
2023-10-25,35452,775
2023-10-25,122218,6694
2023-10-25,22710,1004
2023-10-26,148479,7769
2023-10-26,46774,957
2023-10-26,60829,3792
2023-10-26,65228,2008
2023-10-27,227040,14376
2023-10-27,59536,2249
2023-10-27,61646,1314
2023-10-27,26878,1026
2023-10-27,137948,9637
2023-10-28,114164,5592
2023-10-28,94404,1781
2023-10-28,68221,2542
2023-10-29,150061,7216
2023-10-29,102682,3014
2023-10-30,183034,9856
2023-10-30,85740,2635
2023-10-31,30951,2094
2023-10-31,54788,1023
2023-10-31,278582,18147
2023-10-31,54547,1392
2023-11-01,154716,11836
2023-11-01,32351,1629
2023-11-01,69219,2461
2023-11-02,80203,2625
2023-11-02,29168,933
2023-11-02,75347,3627
2023-11-02,39317,1262
2023-11-03,99027,4454
2023-11-03,61108,1333
2023-11-03,66638,4408
2023-11-03,91464,3789
2023-11-04,104223,3684
2023-11-04,115990,5664
2023-11-04,114840,8767
2023-11-04,57756,1261
2023-11-05,41593,1701
2023-11-05,150790,7004
2023-11-06,46832,2569
2023-11-06,115323,2053
2023-11-07,45730,3056
2023-11-07,80835,1651
2023-11-08,48963,1501
2023-11-09,299625,16878
2023-11-10,51287,2433
2023-11-10,59951,1533
2023-11-11,63795,2185
2023-11-11,220744,10566
2023-11-11,67766,1256
2023-11-11,27815,1423
2023-11-12,82242,2018
2023-11-12,118458,3273
2023-11-12,32963,1638
2023-11-13,342769,21502
2023-11-13,57599,1676
2023-11-13,33035,1261
2023-11-13,48221,1737
2023-11-14,56323,1926
2023-11-14,85346,1759
2023-11-14,149575,8989
2023-11-14,69695,2057
2023-11-15,389794,7262
2023-11-15,99860,3162
2023-11-15,496044,28011
2023-11-15,58586,1249
2023-11-16,92389,4626
2023-11-16,32420,885
2023-11-16,387975,21749
2023-11-16,151658,3345
2023-11-17,284015,17416
2023-11-17,75510,1786
2023-11-17,79583,1838
2023-11-18,55811,1424
2023-11-18,57257,3061
2023-11-18,47563,1424
2023-11-18,129644,8330
2023-11-19,246369,11550
2023-11-19,44756,772
2023-11-19,360148,23328
2023-11-19,140238,3581
2023-11-20,76955,1690
2023-11-20,295680,5319
2023-11-20,126585,7125
2023-11-21,603339,5619
2023-11-21,96386,5787
2023-11-21,61902,1370
2023-11-22,193183,7779
2023-11-22,516021,17858
2023-11-22,49846,1737
2023-11-22,439939,10287
2023-11-23,210595,7986
2023-11-23,267432,9034
2023-11-24,198434,6938
2023-11-24,109334,3485
2023-11-24,193589,10205
2023-11-24,84959,1796
2023-11-25,46259,2387
2023-11-25,57642,1230
2023-11-25,88570,2912
2023-11-25,81832,2916
2023-11-26,558416,30599
2023-11-26,215988,7371
2023-11-27,302537,14759
2023-11-27,128818,3457
2023-11-27,83873,4775
2023-11-27,242563,6307
2023-11-28,146719,6883
2023-11-28,1173406,58778
2023-11-29,242013,15619
2023-11-29,104091,2377
2023-11-29,658741,23169
2023-11-29,72282,1618
2023-11-29,282119,8596
2023-11-30,119038,4800
2023-11-30,124934,3350
2023-12-01,40932,1902
2023-12-01,307209,5472
2023-12-01,81807,2222
2023-12-02,94445,4323
2023-12-02,194592,4977
2023-12-02,313671,7795
2023-12-03,52421,1196
2023-12-03,336436,17742
2023-12-03,52408,1108
2023-12-03,282109,9870
2023-12-04,48302,1795
