Date,Views,Likes
2021-05-21,58506,1921
2021-05-22,69036,2427
2021-05-22,50275,1602
2021-05-23,87861,2467
2021-05-23,157219,3456
2021-05-24,63956,2242
2021-05-24,275283,7767
2021-05-25,280283,8561
2021-05-25,110822,3400
2021-05-26,64349,1666
2021-05-26,42276,1616
2021-05-27,72297,2917
2021-05-27,400598,10521
2021-05-28,140292,5937
2021-05-28,52517,1490
2021-05-29,77349,2332
2021-05-29,28146,2099
2021-05-30,60858,1915
2021-05-30,115632,3228
2021-05-31,119108,3531
2021-05-31,155664,4703
2021-06-01,173974,5191
2021-06-01,187585,4736
2021-06-02,128236,3862
2021-06-02,50060,1882
2021-06-03,111684,2960
2021-06-03,69201,2502
2021-06-04,77930,1900
2021-06-04,120222,3354
2021-06-05,138972,1966
2021-06-05,980108,24051
2021-06-06,83074,2757
2021-06-06,185797,5841
2021-06-07,75225,2342
2021-06-07,409322,16840
2021-06-08,732931,14722
2021-06-08,181292,5026
2021-06-09,52497,1822
2021-06-09,551882,13806
2021-06-10,120739,5736
2021-06-10,1706587,54339
2021-06-11,125580,6383
2021-06-11,92991,3129
2021-06-12,47958,1404
2021-06-12,99970,2455
2021-06-13,87587,2282
2021-06-13,55483,1229
2021-06-14,236290,6443
2021-06-14,481717,17819
2021-06-15,128515,3276
2021-06-15,1119363,23416
2021-06-16,35938,1157
2021-06-16,115896,4701
2021-06-17,2374870,55742
2021-06-17,150448,4352
2021-06-18,101422,2869
2021-06-18,53040,1878
2021-06-19,378111,10005
2021-06-19,78710,2381
2021-06-20,64246,2337
2021-06-20,89793,2269
2021-06-21,61777,1824
2021-06-21,136979,3519
2021-06-22,68963,2238
2021-06-22,83645,2696
2021-06-23,61870,3099
2021-06-23,77884,2338
2021-06-24,57940,1731
2021-06-25,100028,3489
2021-06-25,48329,1649
2021-06-25,182873,3923
2021-06-26,75685,1397
2021-06-26,130758,3859
2021-06-27,41194,1495
2021-06-27,23177,482
2021-06-28,113300,3210
2021-06-28,67623,3176
2021-06-29,150551,2949
2021-06-29,34492,897
2021-06-30,44630,1894
2021-06-30,648098,12316
2021-07-01,233235,4754
2021-07-01,44132,1488
2021-07-02,202583,5192
2021-07-02,124469,3067
2021-07-03,410153,16190
2021-07-03,75025,1904
2021-07-04,37685,1056
2021-07-04,107871,3798
2021-07-05,100124,4340
2021-07-05,1557536,24208
2021-07-06,263543,3525
2021-07-06,143216,3405
2021-07-07,78953,2190
2021-07-07,158101,3492
2021-07-08,115676,2951
2021-07-08,129649,4544
2021-07-09,85046,3663
2021-07-09,28012,944
2021-07-10,226244,3242
2021-07-10,72825,1483
2021-07-11,4076483,86280
2021-07-11,150015,3854
2021-07-12,1458018,23644
2021-07-12,66487,2255
2021-07-13,109922,2337
2021-07-13,211015,4300
2021-07-14,4377385,101075
2021-07-15,149168,4147
2021-07-15,57788,1830
2021-07-16,1087538,29950
2021-07-17,175857,4810
2021-07-17,97646,3112
2021-07-18,3877579,102309
2021-07-19,287870,8316
2021-07-19,98048,2809
2021-07-20,2611720,66322
2021-07-21,130480,2686
2021-07-21,1650576,32523
2021-07-22,2841702,54203
2021-07-23,189579,9581
2021-07-23,241434,7100
2021-07-24,523208,13510
2021-07-25,192233,4411
2021-07-25,85722,2338
2021-07-26,134367,3764
2021-07-26,233989,4799
2021-07-27,56470,1262
2021-07-27,88545,3870
2021-07-28,520282,13633
2021-07-28,97229,3081
2021-07-29,144739,6583
2021-07-29,208773,4784
2021-07-30,151543,3267
2021-07-30,119711,3801
2021-07-31,488549,9489
2021-07-31,84519,2641
2021-08-01,67982,1965
2021-08-01,381108,14255
2021-08-02,2692042,56536
2021-08-03,87127,1775
2021-08-03,121613,4545
2021-08-04,65230,2199
2021-08-04,514711,9275
2021-08-05,59305,2121
2021-08-05,619685,10434
2021-08-06,51089,1305
2021-08-06,227320,4251
2021-08-07,338822,6772
2021-08-07,86162,2767
2021-08-08,71343,2307
2021-08-08,81636,1774
2021-08-09,362914,7317
2021-08-09,110725,2527
2021-08-10,794139,26738
2021-08-11,373610,6884
2021-08-11,95281,2467
2021-08-12,307317,7368
2021-08-13,84944,1975
2021-08-13,302887,6629
2021-08-14,313971,9622
2021-08-15,65780,2066
2021-08-15,120234,4538
2021-08-16,909720,19011
2021-08-17,101279,2205
2021-08-17,224093,4433
2021-08-18,241328,5712
2021-08-18,99072,3024
2021-08-19,338519,12888
2021-08-19,261651,4854
2021-08-20,111969,3219
2021-08-20,122877,3163
2021-08-21,204263,7713
2021-08-21,91394,2879
2021-08-22,125285,3047
2021-08-22,127239,2516
2021-08-23,262663,9364
2021-08-23,213743,4517
2021-08-24,205287,5711
2021-08-24,829157,15452
2021-08-25,85891,3803
2021-08-25,194771,5592
2021-08-26,87798,3310
2021-08-26,52978,2230
2021-08-27,64433,1837
2021-08-27,153744,3543
2021-08-28,136332,2489
2021-08-28,37592,937
2021-08-29,144381,3501
2021-08-30,535145,18365
2021-08-31,104900,2853
2021-09-01,145084,2964
2021-09-01,121479,3927
2021-09-02,40033,1111
2021-09-02,139378,4001
2021-09-03,153027,3639
2021-09-03,205888,7831
2021-09-04,1336963,24436
2021-09-04,118077,4124
2021-09-05,224374,5304
2021-09-05,57387,1751
2021-09-06,169172,3950
2021-09-07,564333,13854
2021-09-08,187613,3737
2021-09-08,471409,10217
2021-09-09,82007,3665
2021-09-09,252912,8416
2021-09-10,162762,3571
2021-09-10,120722,3322
2021-09-11,43271,1292
2021-09-11,402140,9698
2021-09-12,112222,3657
2021-09-12,147671,4708
2021-09-13,58162,1682
2021-09-13,297330,7336
2021-09-14,141204,3269
2021-09-14,78491,2886
2021-09-15,115923,3176
2021-09-15,1393512,19919
2021-09-16,121155,2672
2021-09-16,268376,10954
2021-09-17,65924,1879
2021-09-17,124919,3145
2021-09-18,82186,2333
2021-09-18,157303,2535
2021-09-19,9017110,168736
2021-09-19,113373,2646
2021-09-20,76312,2030
2021-09-20,75234,1477
2021-09-21,78536,2294
2021-09-22,93441,3186
2021-09-22,143490,2642
2021-09-23,124828,3009
2021-09-23,89529,1720
2021-09-24,446771,18565
2021-09-24,76317,3158
2021-09-25,21267,669
2021-09-25,49942,2160
2021-09-26,855136,15178
2021-09-26,45048,1099
2021-09-27,177387,4891
2021-09-27,46250,1218
2021-09-28,68997,1448
2021-09-28,82910,2744
2021-09-29,38887,1047
2021-09-29,38373,1028
2021-09-30,61112,1231
2021-09-30,73790,1414
2021-10-01,31661,1131
2021-10-01,76204,2605
2021-10-02,35991,1256
2021-10-02,88427,2142
2021-10-03,63099,1713
2021-10-03,60229,1173
2021-10-04,30340,849
2021-10-04,35904,859
2021-10-05,3466550,57858
2021-10-05,114390,3331
2021-10-06,56614,2366
2021-10-06,63766,1428
2021-10-07,84479,2292
2021-10-08,46749,1419
2021-10-08,124727,8057
2021-10-09,305993,7273
2021-10-09,100969,2786
2021-10-10,130639,2036
2021-10-10,54733,1459
2021-10-11,88012,2657
2021-10-11,366336,6497
2021-10-12,73829,1855
2021-10-12,78958,2439
2021-10-13,72671,2128
2021-10-13,155209,2801
2021-10-14,71833,1776
2021-10-14,88618,1634
2021-10-15,61189,2043
2021-10-15,30473,817
2021-10-16,54437,1233
2021-10-16,65169,1984
2021-10-17,79516,2274
2021-10-17,41387,1015
2021-10-18,84135,2053
2021-10-18,69640,1587
2021-10-19,50709,1696
2021-10-20,98217,2576
2021-10-20,49280,1202
2021-10-21,36806,1351
2021-10-21,20841,638
2021-10-22,194481,3764
2021-10-22,174750,3699
2021-10-23,121232,3499
2021-10-23,395255,7298
2021-10-24,92883,2139
2021-10-24,66607,1153
2021-10-25,204985,3862
2021-10-25,109747,2529
2021-10-26,149491,3769
2021-10-26,46064,1493
2021-10-27,167541,3749
2021-10-27,66064,1959
2021-10-28,130500,3011
2021-10-28,67912,1967
2021-10-29,96148,2275
2021-10-29,74120,1753
2021-10-30,43472,898
2021-10-30,72038,2674
2021-10-31,230309,4593
2021-10-31,51529,1037
2021-11-01,62349,1182
2021-11-01,101250,2807
2021-11-02,94559,2260
2021-11-02,97643,2780
2021-11-03,147554,3351
2021-11-03,76783,2000
2021-11-04,44764,1019
2021-11-04,101853,2163
2021-11-05,94968,2317
2021-11-05,44106,1427
2021-11-06,119009,1896
2021-11-06,83104,2123
2021-11-07,132100,2374
2021-11-07,2119744,41375
2021-11-08,186197,4095
2021-11-08,126640,2745
2021-11-09,129382,2912
2021-11-09,62083,1792
2021-11-10,192547,3368
2021-11-10,69297,1872
2021-11-11,54905,1469
2021-11-11,116276,2676
2021-11-12,76208,1983
2021-11-12,80210,2141
2021-11-13,95995,2680
2021-11-13,21769,597
2021-11-14,84825,2194
2021-11-14,37792,1146
2021-11-15,452820,11517
2021-11-15,41361,977
2021-11-16,58840,1383
2021-11-16,87494,3838
2021-11-17,111949,2666
2021-11-17,305434,7126
2021-11-18,107290,2592
2021-11-18,63405,1469
2021-11-19,130735,3245
2021-11-19,128172,3534
2021-11-20,102208,1778
2021-11-20,90650,2333
2021-11-21,97335,2264
2021-11-21,34620,1057
2021-11-22,179574,4898
2021-11-22,75429,1956
2021-11-23,60406,1387
2021-11-23,115111,2450
2021-11-24,308740,10382
2021-11-24,93543,2791
2021-11-25,143167,3212
2021-11-25,124755,2491
2021-11-26,50075,1224
2021-11-26,97542,1630
2021-11-27,70517,1791
2021-11-27,254732,9325
2021-11-28,85375,2372
2021-11-28,98700,1957
2021-11-29,119177,2860
2021-11-29,50192,984
2021-11-30,89949,2128
2021-11-30,80317,1930
2021-12-01,40918,986
2021-12-01,99609,2836
2021-12-02,102677,2204
2021-12-02,64912,1537
2021-12-03,62256,1230
2021-12-03,45281,918
2021-12-04,93091,2296
2021-12-04,80105,1766
2021-12-05,41172,733
2021-12-05,389061,8092
2021-12-06,174797,3200
2021-12-07,124759,2471
2021-12-07,286413,6381
2021-12-08,109237,3064
2021-12-09,102502,1958
2021-12-09,65934,1717
2021-12-10,236041,5003
2021-12-11,75850,1930
2021-12-11,111134,2749
2021-12-12,513091,8533
2021-12-12,47848,1109
2021-12-13,290503,3823
2021-12-13,230578,5991
2021-12-14,106465,2563
2021-12-14,62764,1350
2021-12-15,78494,1631
2021-12-15,330060,6213
2021-12-16,65122,1663
2021-12-16,99057,2266
2021-12-17,83445,1395
2021-12-17,94536,2392
2021-12-18,35608,933
2021-12-18,75547,1646
2021-12-19,61779,885
2021-12-19,83617,1798
2021-12-20,1181514,29879
2021-12-21,473071,10291
2021-12-22,304516,6159
2021-12-22,132664,2783
2021-12-23,70960,1488
2021-12-23,229418,4798
2021-12-24,120227,2387
2021-12-24,78453,3184
2021-12-25,82159,2033
2021-12-25,176943,3694
2021-12-26,59383,1453
2021-12-26,173239,3987
2021-12-27,164852,5069
2021-12-28,56269,1336
2021-12-28,56007,1309
2021-12-29,189374,3675
2021-12-29,36737,575
2021-12-30,33134,575
2021-12-31,231427,4566
2021-12-31,217642,4286
2022-01-01,134031,2805
2022-01-02,559469,13206
2022-01-03,188761,3458
2022-01-04,589209,18150
2022-01-05,89316,2054
2022-01-05,122384,2286
2022-01-06,119502,2561
2022-01-06,188198,3689
2022-01-07,124512,4491
2022-01-08,43609,893
2022-01-09,73585,1748
2022-01-09,32722,695
2022-01-10,120008,2440
2022-01-10,63250,1211
2022-01-11,249332,5599
2022-01-11,77599,1820
2022-01-12,131407,2564
2022-01-13,49898,883
2022-01-13,40004,1074
2022-01-14,117715,2497
2022-01-14,53037,1048
2022-01-15,29072,777
2022-01-15,144146,2243
2022-01-16,115791,2136
2022-01-16,101557,1984
2022-01-16,205130,7498
2022-01-17,35064,1123
2022-01-17,170728,7358
2022-01-18,63149,1222
2022-01-18,109385,3161
2022-01-19,90262,1476
2022-01-19,129359,2933
2022-01-20,59863,1910
2022-01-20,46269,1389
2022-01-21,15911,528
2022-01-21,62905,1795
2022-01-22,33128,1058
2022-01-22,81729,2076
2022-01-23,59263,1154
2022-01-23,38866,1196
2022-01-24,157150,3633
2022-01-24,65586,1156
2022-01-25,83907,2715
2022-01-25,91053,2602
2022-01-26,65279,1543
2022-01-26,38733,1262
2022-01-27,30956,657
2022-01-27,61456,1231
2022-01-28,142748,3032
2022-01-29,144139,3487
2022-01-29,61908,1165
2022-01-30,39647,1291
2022-01-30,71560,1354
2022-01-31,118138,2620
2022-02-01,88482,1917
2022-02-02,56794,1257
2022-02-03,96251,2205
2022-02-03,84758,1747
2022-02-04,62893,1245
2022-02-05,456632,14710
2022-02-06,70230,1584
2022-02-07,91204,1276
2022-02-08,59991,1187
2022-02-09,120859,5606
2022-02-10,108908,4825
2022-02-11,104465,2297
2022-02-12,124824,5741
2022-02-13,86949,3894
2022-02-15,55626,1539
2022-02-16,119275,2707
2022-02-17,56818,1530
2022-02-18,98607,3019
2022-02-18,106094,3326
2022-02-19,45594,1026
2022-02-19,42920,1232
2022-02-20,172069,3502
2022-02-20,119640,2504
2022-02-21,38961,865
2022-02-21,50803,1182
2022-02-22,164189,5056
2022-02-22,56866,1288
2022-02-23,1209789,38046
2022-02-23,147517,4236
2022-02-24,90873,1497
2022-02-24,84884,1954
2022-02-25,88543,2399
2022-02-25,84985,2395
2022-02-26,105561,2652
2022-02-26,106093,2308
2022-02-27,86076,1716
2022-02-27,80079,1585
2022-02-28,47507,1499
2022-03-01,47114,993
2022-03-02,45568,805
2022-03-02,177257,3311
2022-03-03,43905,750
2022-03-03,135349,4042
2022-03-04,92965,2157
2022-03-04,38275,771
2022-03-05,147678,3276
2022-03-05,223842,5034
2022-03-06,37127,764
2022-03-06,144515,3185
2022-03-07,39725,875
2022-03-07,60472,1195
2022-03-08,43228,910
2022-03-08,50761,932
2022-03-09,44797,1192
2022-03-09,90787,1603
2022-03-10,98494,2485
2022-03-11,461525,7539
2022-03-11,54690,1144
2022-03-12,60518,2203
2022-03-13,107387,2821
2022-03-13,159661,3722
2022-03-14,463398,11458
2022-03-14,104685,2297
2022-03-15,71500,2087
2022-03-15,81122,2025
2022-03-16,105536,2688
2022-03-16,68508,2007
2022-03-17,121394,3197
2022-03-17,78326,1363
2022-03-18,94390,2560
2022-03-19,171130,2216
2022-03-20,118055,2722
2022-03-20,82205,1752
2022-03-21,54952,1680
2022-03-21,199729,4260
2022-03-22,46027,844
2022-03-22,123820,3818
2022-03-23,51723,1255
2022-03-23,50066,1742
2022-03-24,91198,2356
2022-03-24,63999,2242
2022-03-25,70662,2448
2022-03-25,100257,3960
2022-03-26,51244,1416
2022-03-27,136879,4748
2022-03-28,306306,11092
2022-03-28,138840,3013
2022-03-29,99356,2717
2022-03-30,127965,4317
2022-03-30,95821,1793
2022-03-31,101026,3381
2022-04-01,151556,3338
2022-04-01,150568,4791
2022-04-02,75036,2068
2022-04-03,98336,1846
2022-04-04,125500,3206
2022-04-05,46268,1177
2022-04-06,73678,1353
2022-04-06,139928,3546
2022-04-07,160541,3944
2022-04-08,125011,3489
2022-04-08,144148,3109
2022-04-09,68450,1236
2022-04-10,105595,2155
2022-04-10,153863,1507
2022-04-11,73566,2028
2022-04-11,45555,1002
2022-04-12,86365,2359
2022-04-12,140005,3064
2022-04-13,58006,1530
2022-04-13,252604,5320
2022-04-14,86049,3065
2022-04-14,59099,1716
2022-04-15,285975,6266
2022-04-15,63618,1675
2022-04-16,55015,1164
2022-04-16,305881,6090
2022-04-17,74416,1622
2022-04-17,39553,936
2022-04-18,329742,3417
2022-04-18,94803,1736
2022-04-19,237820,8041
2022-04-19,156686,4238
2022-04-20,244608,5313
2022-04-21,45006,1053
2022-04-21,170614,3869
2022-04-22,86871,1933
2022-04-22,183183,4563
2022-04-23,69634,1252
2022-04-23,78933,1923
2022-04-25,50610,1585
2022-04-25,368334,6350
2022-04-25,97145,2165
2022-04-26,226190,5120
2022-04-26,54920,1566
2022-04-27,163022,3821
2022-04-27,88380,2022
2022-04-28,30343,1081
2022-04-28,119152,2470
2022-04-29,50879,1294
2022-04-29,213085,4343
2022-04-30,74499,1856
2022-04-30,116387,2342
2022-05-01,51055,1091
2022-05-01,45925,1373
2022-05-02,47642,982
2022-05-02,99574,2162
2022-05-03,37984,1037
2022-05-03,130765,3551
2022-05-04,70674,1275
2022-05-04,52298,1468
2022-05-05,137877,3693
2022-05-05,83845,2153
2022-05-06,97211,2138
2022-05-06,122111,3380
2022-05-07,90556,2539
2022-05-07,48362,1232
2022-05-08,145981,4462
2022-05-09,47880,1088
2022-05-09,93738,3012
2022-05-10,137685,4191
2022-05-10,44946,1546
2022-05-11,175529,5164
2022-05-11,67780,1221
2022-05-12,71375,2041
2022-05-13,135717,4457
2022-05-13,91431,2021
2022-05-14,51389,1326
2022-05-14,87438,1856
2022-05-15,53821,1146
2022-05-16,76845,1828
2022-05-16,58161,1218
2022-05-17,134453,3727
2022-05-17,38591,1235
2022-05-18,54628,1591
2022-05-18,126779,3730
2022-05-19,59848,1915
2022-05-19,62019,1428
2022-05-20,64364,2354
2022-05-20,72849,1969
2022-05-21,71439,1505
2022-05-21,82456,3238
2022-05-22,37372,1033
2022-05-22,67538,1953
2022-05-23,49168,1336
2022-05-23,56242,1601
2022-05-24,96524,3412
2022-05-24,30004,1125
2022-05-25,22781,476
2022-05-25,65435,1762
2022-05-26,63590,1576
2022-05-26,42952,1131
2022-05-27,92548,2765
2022-05-28,64695,1291
2022-05-28,49583,1448
2022-05-29,66600,1693
2022-05-29,53428,1595
2022-05-30,78721,1481
2022-05-30,48945,1584
2022-05-31,141136,3614
2022-05-31,58565,2716
2022-06-01,72159,1459
2022-06-01,53638,1463
2022-06-02,48519,1742
2022-06-02,92042,1770
2022-06-03,139593,4312
2022-06-04,223831,6221
2022-06-04,50742,1306
2022-06-05,60115,1647
2022-06-05,25650,746
2022-06-06,84071,1389
2022-06-06,87716,2707
2022-06-07,104898,3163
2022-06-07,67148,1604
2022-06-08,31023,728
2022-06-08,62523,1571
2022-06-09,39039,1015
2022-06-09,156427,4230
2022-06-10,49960,1400
2022-06-10,56057,1596
2022-06-11,31014,877
2022-06-12,72105,2004
2022-06-12,215329,5037
2022-06-13,167632,3205
2022-06-13,249968,1732
2022-06-14,61181,1257
2022-06-14,56258,1216
2022-06-15,141599,4127
2022-06-16,172053,3760
2022-06-17,254570,13438
2022-06-17,190835,4085
2022-06-18,29032,527
2022-06-18,254383,14688
2022-06-19,47728,805
2022-06-19,399006,15803
2022-06-20,157037,2208
2022-06-21,244547,8243
2022-06-21,199237,9505
2022-06-22,333381,14859
2022-06-23,273900,12156
2022-06-24,92215,1639
2022-06-25,55751,862
2022-06-25,124218,5919
2022-06-26,357567,21363
2022-06-27,229838,11503
2022-06-28,137373,2602
2022-06-29,104712,2388
2022-06-29,301878,15088
2022-06-30,143149,6769
2022-07-01,243925,11166
2022-07-02,1884808,33708
2022-07-03,238268,11605
2022-07-04,270012,13426
2022-07-05,95745,2682
2022-07-06,87724,2357
2022-07-06,100733,1890
2022-07-07,74006,1694
2022-07-07,66603,1181
2022-07-08,55596,1454
2022-07-09,50778,1561
2022-07-09,69484,1353
2022-07-10,59307,1731
2022-07-10,56489,1449
2022-07-11,78456,2885
2022-07-11,88679,1951
2022-07-12,39577,955
2022-07-13,252577,5559
2022-07-13,119271,4477
2022-07-14,32190,874
2022-07-14,52935,1640
2022-07-15,380576,3972
2022-07-15,66335,2315
2022-07-16,117526,3558
2022-07-16,56634,1636
2022-07-17,89145,2013
2022-07-18,714322,14749
2022-07-18,65363,1634
2022-07-19,379043,9250
2022-07-20,97813,2743
2022-07-20,438434,10866
2022-07-21,142157,2133
2022-07-22,193952,6071
2022-07-22,35118,962
2022-07-23,49778,1355
2022-07-23,227539,4208
2022-07-24,144411,2387
2022-07-24,2927025,86645
2022-07-25,187279,4721
2022-07-25,109640,3140
2022-07-26,97238,2321
2022-07-26,358899,7965
2022-07-27,50284,1275
2022-07-27,215305,6286
2022-07-28,72877,1558
2022-07-28,160314,4540
2022-07-29,114327,3270
2022-07-29,52222,1340
2022-07-30,59811,1519
2022-07-30,108460,2855
2022-07-31,59189,1381
2022-07-31,1175524,24959
2022-08-01,65711,2064
2022-08-01,207176,6640
2022-08-02,179956,4228
2022-08-02,60269,1193
2022-08-03,59934,1306
2022-08-03,146906,4042
2022-08-04,142255,3291
2022-08-04,141492,3589
2022-08-05,49357,1123
2022-08-05,86451,1580
2022-08-06,71722,1840
2022-08-06,123783,1369
2022-08-07,102885,2540
2022-08-07,50391,1151
2022-08-08,86560,1938
2022-08-08,79748,2892
2022-08-09,47852,1133
2022-08-09,70490,2003
2022-08-10,75148,1276
2022-08-11,64570,1740
2022-08-11,46680,1156
2022-08-12,61549,1468
2022-08-12,60982,1706
2022-08-13,65921,1643
2022-08-13,132591,2427
2022-08-14,72933,1950
2022-08-14,94401,2178
2022-08-15,942420,25630
2022-08-15,68580,1993
2022-08-15,92720,2297
2022-08-16,50477,1351
2022-08-17,201884,4251
2022-08-17,72587,2476
2022-08-18,191462,4773
2022-08-18,197706,5517
2022-08-19,209164,4547
2022-08-19,67569,1919
2022-08-20,50567,1492
2022-08-20,213183,2949
2022-08-21,84173,2693
2022-08-21,62860,1438
2022-08-22,96508,2569
2022-08-22,46618,1150
2022-08-23,64511,1372
2022-08-23,64762,1714
2022-08-24,137879,3110
2022-08-24,146845,4044
2022-08-25,52302,1421
2022-08-25,1545224,39857
2022-08-26,33908,1372
2022-08-26,77700,2675
2022-08-27,63380,2180
2022-08-28,66782,1626
2022-08-29,50624,1202
2022-08-29,537766,7221
2022-08-30,82177,3072
2022-08-31,41139,1084
2022-08-31,91651,2457
2022-09-01,54719,1459
2022-09-01,396608,13603
2022-09-02,77856,2001
2022-09-02,78069,1679
2022-09-03,99794,2684
2022-09-03,132132,3303
2022-09-04,42405,1446
2022-09-04,102468,2261
2022-09-05,625829,11623
2022-09-06,1295373,25853
2022-09-07,133563,2532
2022-09-07,97249,2220
2022-09-08,509338,8991
2022-09-09,351379,6952
2022-09-10,188021,4058
2022-09-11,263097,5231
2022-09-12,72548,1501
2022-09-12,79789,1826
2022-09-13,319603,7965
2022-09-13,101954,2602
2022-09-14,83546,1789
2022-09-14,116484,3250
2022-09-15,203614,3280
2022-09-15,91074,2864
2022-09-16,103716,2690
2022-09-17,119653,2181
2022-09-18,83265,1727
2022-09-18,133521,2790
2022-09-18,61245,1533
2022-09-19,638066,16524
2022-09-20,496823,10760
2022-09-21,134988,3068
2022-09-21,239875,5236
2022-09-22,81352,1587
2022-09-22,300352,6032
2022-09-23,318761,4866
2022-09-24,467704,6776
2022-09-24,98903,1408
2022-09-25,67884,2175
2022-09-25,113496,2751
2022-09-26,831498,19379
2022-09-27,1300442,23485
2022-09-27,335650,6898
2022-09-28,124159,3883
2022-09-28,324153,5836
2022-09-28,237618,4256
2022-09-28,519887,10570
2022-09-29,81534,2106
2022-09-29,234799,5621
2022-09-30,147067,3707
2022-09-30,173443,3494
2022-10-01,134205,2520
2022-10-01,601592,16224
2022-10-02,200523,4429
2022-10-02,208471,3447
2022-10-03,104060,2418
2022-10-03,245852,4380
2022-10-04,289971,9732
2022-10-04,206824,8443
2022-10-04,350412,9167
2022-10-05,430912,9587
2022-10-05,139356,2626
2022-10-06,646883,20394
2022-10-06,108386,2072
2022-10-07,446691,8022
2022-10-07,92069,2373
2022-10-08,155722,3070
2022-10-08,97807,2719
2022-10-09,149982,2730
2022-10-09,188540,3489
2022-10-10,83878,2557
2022-10-10,205468,4247
2022-10-11,211994,4496
2022-10-11,143412,3630
2022-10-12,111181,2418
2022-10-12,65664,1521
2022-10-13,183934,3526
2022-10-13,214989,5918
2022-10-14,69983,2105
2022-10-14,144141,8468
2022-10-14,140583,2479
2022-10-15,75916,1687
2022-10-15,89884,2108
2022-10-16,26910,742
2022-10-16,115454,2353
2022-10-17,424294,6979
2022-10-17,269382,5553
2022-10-17,51537,2306
2022-10-18,82753,1816
2022-10-18,361034,6646
2022-10-19,106798,1887
2022-10-19,125353,2433
2022-10-20,108088,2189
2022-10-20,77215,1314
2022-10-21,153693,3883
2022-10-21,73789,1389
2022-10-22,179790,6683
2022-10-22,80662,1621
2022-10-23,79426,1162
2022-10-23,84077,1459
2022-10-24,72520,1570
2022-10-24,85617,1822
2022-10-25,23277,444
2022-10-25,247080,8457
2022-10-26,61938,1087
2022-10-27,355204,9037
2022-10-27,46996,1405
2022-10-27,95441,2181
2022-10-28,72623,1426
2022-10-28,137495,4555
2022-10-29,62418,1427
2022-10-29,176885,6509
2022-10-30,52887,1229
2022-10-30,528687,25370
2022-10-31,120705,4626
2022-11-01,87792,2707
2022-11-01,66999,1752
2022-11-02,127903,3279
2022-11-02,137900,4895
2022-11-03,117677,3342
2022-11-04,119134,2357
2022-11-04,79032,2432
2022-11-05,127867,2384
2022-11-06,69604,2421
2022-11-07,77507,2401
2022-11-07,66537,1499
2022-11-08,94550,3242
2022-11-08,130892,3545
2022-11-09,91817,1890
2022-11-09,157105,3058
2022-11-10,116946,2667
2022-11-10,623330,14059
2022-11-11,97554,2257
2022-11-11,102846,2270
2022-11-12,274136,6658
2022-11-12,102493,2015
2022-11-13,137535,3378
2022-11-13,82359,1595
2022-11-14,263394,6095
2022-11-14,93481,1891
2022-11-15,62711,1756
2022-11-16,411559,6591
2022-11-16,50549,1389
2022-11-16,181460,4133
2022-11-17,223526,5333
2022-11-17,53167,1672
2022-11-18,47691,1369
2022-11-18,184837,4123
2022-11-19,72050,1504
2022-11-19,53512,1492
2022-11-20,479959,9061
2022-11-20,69515,1110
2022-11-21,72362,2099
2022-11-21,156823,3311
2022-11-22,70485,1441
2022-11-22,57362,1576
2022-11-23,66823,1412
2022-11-23,1033683,17668
2022-11-24,41428,1333
2022-11-25,216382,4394
2022-11-25,63622,1265
2022-11-26,211706,4281
2022-11-26,33514,1053
2022-11-27,74366,1480
2022-11-27,100444,2653
2022-11-28,266343,5465
2022-11-28,54030,1528
2022-11-29,200404,4264
2022-11-30,49896,1815
2022-11-30,49724,1535
2022-12-01,203168,5776
2022-12-01,280689,5601
2022-12-02,58428,1426
2022-12-02,45500,1233
2022-12-03,82992,1852
2022-12-03,48952,933
2022-12-04,100826,2697
2022-12-04,40034,934
2022-12-05,67887,1568
2022-12-05,187471,3939
2022-12-06,74900,1616
2022-12-06,49277,1621
2022-12-07,125725,2830
2022-12-07,224710,4833
2022-12-08,63840,1361
2022-12-08,78133,2257
2022-12-09,183528,4146
2022-12-09,47629,1310
2022-12-10,63961,1367
2022-12-10,51498,1180
2022-12-11,83918,1696
2022-12-11,454962,8537
2022-12-12,264639,5001
2022-12-12,48349,1005
2022-12-13,83080,1778
2022-12-13,58588,1032
2022-12-14,36910,658
2022-12-14,170364,4146
2022-12-15,198232,4312
2022-12-15,81552,2321
2022-12-16,78903,1506
2022-12-16,180167,4198
2022-12-17,27813,578
2022-12-17,143586,3504
2022-12-18,75346,1805
2022-12-19,197892,3854
2022-12-19,366630,7455
2022-12-20,261243,7085
2022-12-21,77136,1610
2022-12-21,172176,3319
2022-12-22,106095,2425
2022-12-22,96511,2014
2022-12-23,376789,7644
2022-12-24,99718,2172
2022-12-24,71872,1474
2022-12-24,179695,5131
2022-12-25,78172,1734
2022-12-25,209804,4321
2022-12-26,230962,4849
2022-12-26,192540,6280
2022-12-27,107021,4026
2022-12-28,152499,3498
2022-12-28,189999,4432
2022-12-28,104936,2838
2022-12-29,134631,2408
2022-12-29,195390,5564
2022-12-30,167538,6039
2022-12-31,171475,4320
2022-12-31,132413,3320
2023-01-01,90350,1961
2023-01-01,281351,6584
2023-01-02,262459,5758
2023-01-03,83503,2110
2023-01-03,266950,6082
2023-01-03,65714,1613
2023-01-04,6724127,166325
2023-01-05,834397,23097
2023-01-05,124400,2619
2023-01-06,216937,5139
2023-01-06,883638,20535
2023-01-07,252205,6988
2023-01-08,794991,25433
